,city,g2000,p2000,country_x,2000_ls,region,Regional_label,g2010,g2015,g2020,g2025,g2030,g2035,g2040,g2045,g2050,p2010,p2015,p2020,p2025,p2030,p2035,p2040,p2045,p2050
0,Beijing,3368.06687910723,1269.116737,China,2202,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
1,Beijing,3368.06687910723,1269.116737,China,2202,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
2,Beijing,3368.06687910723,1269.116737,China,2202,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
3,Beijing,3368.06687910723,1269.116737,China,2202,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
4,Beijing,3368.06687910723,1269.116737,China,2202,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
5,Shanghai,3368.06687910723,1269.116737,China,1730,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
6,Shanghai,3368.06687910723,1269.116737,China,1730,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
7,Shanghai,3368.06687910723,1269.116737,China,1730,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
8,Shanghai,3368.06687910723,1269.116737,China,1730,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
9,Shanghai,3368.06687910723,1269.116737,China,1730,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
10,Guangzhou,3368.06687910723,1269.116737,China,1859,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
11,Guangzhou,3368.06687910723,1269.116737,China,1859,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
12,Guangzhou,3368.06687910723,1269.116737,China,1859,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
13,Guangzhou,3368.06687910723,1269.116737,China,1859,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
14,Guangzhou,3368.06687910723,1269.116737,China,1859,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
15,Shenzhen,3368.06687910723,1269.116737,China,1180,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
16,Shenzhen,3368.06687910723,1269.116737,China,1180,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
17,Shenzhen,3368.06687910723,1269.116737,China,1180,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
18,Shenzhen,3368.06687910723,1269.116737,China,1180,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
19,Shenzhen,3368.06687910723,1269.116737,China,1180,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
20,Wuhan,3368.06687910723,1269.116737,China,1348,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
21,Wuhan,3368.06687910723,1269.116737,China,1348,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
22,Wuhan,3368.06687910723,1269.116737,China,1348,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
23,Wuhan,3368.06687910723,1269.116737,China,1348,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
24,Wuhan,3368.06687910723,1269.116737,China,1348,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
25,Chengdu,3368.06687910723,1269.116737,China,1442,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
26,Chengdu,3368.06687910723,1269.116737,China,1442,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
27,Chengdu,3368.06687910723,1269.116737,China,1442,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
28,Chengdu,3368.06687910723,1269.116737,China,1442,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
29,Chengdu,3368.06687910723,1269.116737,China,1442,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
30,Chongqing,3368.06687910723,1269.116737,China,1086,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
31,Chongqing,3368.06687910723,1269.116737,China,1086,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
32,Chongqing,3368.06687910723,1269.116737,China,1086,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
33,Chongqing,3368.06687910723,1269.116737,China,1086,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
34,Chongqing,3368.06687910723,1269.116737,China,1086,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
35,Tianjin,3368.06687910723,1269.116737,China,1459,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
36,Tianjin,3368.06687910723,1269.116737,China,1459,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
37,Tianjin,3368.06687910723,1269.116737,China,1459,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
38,Tianjin,3368.06687910723,1269.116737,China,1459,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
39,Tianjin,3368.06687910723,1269.116737,China,1459,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
40,Hangzhou,3368.06687910723,1269.116737,China,1712,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
41,Hangzhou,3368.06687910723,1269.116737,China,1712,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
42,Hangzhou,3368.06687910723,1269.116737,China,1712,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
43,Hangzhou,3368.06687910723,1269.116737,China,1712,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
44,Hangzhou,3368.06687910723,1269.116737,China,1712,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
45,Xi'an,3368.06687910723,1269.116737,China,1417,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
46,Xi'an,3368.06687910723,1269.116737,China,1417,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
47,Xi'an,3368.06687910723,1269.116737,China,1417,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
48,Xi'an,3368.06687910723,1269.116737,China,1417,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
49,Xi'an,3368.06687910723,1269.116737,China,1417,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
50,Changzhou,3368.06687910723,1269.116737,China,2244,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
51,Changzhou,3368.06687910723,1269.116737,China,2244,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
52,Changzhou,3368.06687910723,1269.116737,China,2244,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
53,Changzhou,3368.06687910723,1269.116737,China,2244,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
54,Changzhou,3368.06687910723,1269.116737,China,2244,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
55,Shantou,3368.06687910723,1269.116737,China,1483,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
56,Shantou,3368.06687910723,1269.116737,China,1483,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
57,Shantou,3368.06687910723,1269.116737,China,1483,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
58,Shantou,3368.06687910723,1269.116737,China,1483,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
59,Shantou,3368.06687910723,1269.116737,China,1483,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
60,Nanjing,3368.06687910723,1269.116737,China,1595,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
61,Nanjing,3368.06687910723,1269.116737,China,1595,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
62,Nanjing,3368.06687910723,1269.116737,China,1595,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
63,Nanjing,3368.06687910723,1269.116737,China,1595,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
64,Nanjing,3368.06687910723,1269.116737,China,1595,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
65,Jinan,3368.06687910723,1269.116737,China,1213,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
66,Jinan,3368.06687910723,1269.116737,China,1213,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
67,Jinan,3368.06687910723,1269.116737,China,1213,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
68,Jinan,3368.06687910723,1269.116737,China,1213,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
69,Jinan,3368.06687910723,1269.116737,China,1213,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
70,Harbin,3368.06687910723,1269.116737,China,642,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
71,Harbin,3368.06687910723,1269.116737,China,642,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
72,Harbin,3368.06687910723,1269.116737,China,642,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
73,Harbin,3368.06687910723,1269.116737,China,642,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
74,Harbin,3368.06687910723,1269.116737,China,642,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
75,Zhengzhou,3368.06687910723,1269.116737,China,1201,Asia,2,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608
76,Zhengzhou,3368.06687910723,1269.116737,China,1201,Asia,2,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326
77,Zhengzhou,3368.06687910723,1269.116737,China,1201,Asia,2,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335
78,Zhengzhou,3368.06687910723,1269.116737,China,1201,Asia,2,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057
79,Zhengzhou,3368.06687910723,1269.116737,China,1201,Asia,2,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362
80,New Delhi,1797.3755385528884,1053.898107,India,2817,Asia,2,3653.102,4978.692,6913.935,9624.811,13287.553,18045.823,23739.574,30127.742,36896.745,1224.6143269999998,1297.9526629339302,1361.2811535249798,1415.1736701069115,1458.9286351157184,1495.6815813434541,1523.6602886087169,1542.2237642132138,1550.3974850064837
81,New Delhi,1797.3755385528884,1053.898107,India,2817,Asia,2,3653.102,5016.975,6971.726,9403.748,12207.681,15398.356,19051.051,23112.684,27538.481,1224.6143269999998,1307.9329187632588,1388.0894570184828,1461.7713384058027,1528.595193774603,1590.4379828815277,1645.8845545354418,1694.5723631312142,1733.7954781103126
82,New Delhi,1797.3755385528884,1053.898107,India,2817,Asia,2,3653.102,5047.163,7025.448,9187.03,11288.525,13239.432,15183.184,17071.457,18892.213,1224.6143269999998,1315.8031821102345,1412.090247892384,1508.2035672000266,1603.709234947804,1696.0272297079105,1787.90174450208,1880.1446355730131,1970.550275142989
83,New Delhi,1797.3755385528884,1053.898107,India,2817,Asia,2,3653.102,4999.23,6901.443,9162.56,11709.192,14493.17,17509.738,20647.27,23838.428,1224.6143269999998,1303.3070192997218,1376.3341499681992,1438.736859989519,1489.1444662783804,1531.7376983960764,1565.2295662174874,1588.9989545901901,1600.9390238659403
84,New Delhi,1797.3755385528884,1053.898107,India,2817,Asia,2,3653.102,4977.587,6946.386,9956.538,14398.353,20543.04,28108.595,36872.667,46498.273,1224.6143269999998,1297.6645336945112,1360.7058846348173,1414.147601730056,1457.4268950041694,1493.6914911646743,1521.1823995790967,1539.272812749792,1547.000465917825
85,Mumbai,1797.3755385528884,1053.898107,India,1585,Asia,2,3653.102,4978.692,6913.935,9624.811,13287.553,18045.823,23739.574,30127.742,36896.745,1224.6143269999998,1297.9526629339302,1361.2811535249798,1415.1736701069115,1458.9286351157184,1495.6815813434541,1523.6602886087169,1542.2237642132138,1550.3974850064837
86,Mumbai,1797.3755385528884,1053.898107,India,1585,Asia,2,3653.102,5016.975,6971.726,9403.748,12207.681,15398.356,19051.051,23112.684,27538.481,1224.6143269999998,1307.9329187632588,1388.0894570184828,1461.7713384058027,1528.595193774603,1590.4379828815277,1645.8845545354418,1694.5723631312142,1733.7954781103126
87,Mumbai,1797.3755385528884,1053.898107,India,1585,Asia,2,3653.102,5047.163,7025.448,9187.03,11288.525,13239.432,15183.184,17071.457,18892.213,1224.6143269999998,1315.8031821102345,1412.090247892384,1508.2035672000266,1603.709234947804,1696.0272297079105,1787.90174450208,1880.1446355730131,1970.550275142989
