"","","city","country_x","corX","corY","radius","2016_sl","2017_sl","2018_sl","2019_sl","2020_sl","2021_sl","2022_sl","2023_sl","2024_sl","2025_sl","2026_sl","2027_sl","2028_sl","2029_sl","2030_sl","2031_sl","2032_sl","2033_sl","2034_sl","2035_sl","2036_sl","2037_sl","2038_sl","2039_sl","2040_sl","2041_sl","2042_sl","2043_sl","2044_sl","2045_sl","2046_sl","2047_sl","2048_sl","2049_sl","2050_sl"
"33",32,"Chennai"," India",80.2707184,13.0826802,0.557071808656658,1240,1255,1278,1294,1313,1335,1352,1372,1392,1408,1423,1451,1466,1486,1505,1521,1531,1539,1555,1570,1581,1594,1611,1627,1633,1645,1696,1706,1718,1732,1751,1768,1781,1794,1799
"34",33,"Harbin"," China",126.534967,45.803775,0.555370822063961,1710,1801,1858,1945,2051,2107,2215,2292,2399,2499,2605,2717,2825,2930,3053,3191,3319,3441,3555,3701,3837,3973,4106,4240,4398,4516,4663,4797,4954,5103,5252,5403,5573,5741,5953
"35",34,"Chicago"," United States",-87.6297982,41.8781136,0.553664609669067,2978,3068,3171,3259,3244,3448,3537,3622,3699,3765,3838,3882,3956,4009,4033,4112,4155,4201,4239,4272,4300,4353,4401,4436,4460,4516,4551,4589,4615,4657,4692,4727,4758,4791,4819
"36",35,"Zhengzhou"," China",113.625328,34.746611,0.551953123009554,2185,2187,2194,2207,2223,2234,2236,2253,2278,2299,2324,2351,2374,2393,2431,2436,2480,2501,2536,2562,2593,2652,2640,2671,2703,2802,2817,2857,2879,2925,2960,2996,3023,3063,3042
"37",36,"Johannesburg"," South Africa",28.0473051,-26.2041028,0.550236312869298,4457,4633,4802,4971,5176,5314,5449,5605,5773,5944,6088,6265,6401,6550,6678,6831,6974,7127,7275,7399,7545,7665,7806,7936,8076,8220,8355,8489,8618,8733,8856,8994,9123,9242,9435
"38",37,"Hanoi","Vietnam",105.8341598,21.0277644,0.585232646047706,3448,3534,3614,3711,3833,3965,4090,4232,4355,4474,4612,4737,4847,4943,5063,5160,5362,5455,5562,5649,5752,5842,5949,6023,6111,6201,6290,6377,6448,6517,6594,6670,6738,6807,6880
"39",38,"Berlin","Germany",13.404954,52.5200066,0.583613742127445,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974
"40",39,"Ankara","Turkey",32.8597419,39.9333635,0.581990334971295,1173,1219,1265,1311,1377,1435,1481,1552,1618,1684,1754,1819,1898,1985,2093,2124,2210,2314,2422,2535,2649,2774,2912,3052,3255,3389,3555,3769,3975,4234,4499,4755,5016,5292,5708
"41",40,"Bangkok","Thailand",100.5017651,13.7563309,0.580362386789495,3646,3762,3853,3949,4080,4134,4233,4325,4440,4543,4655,4764,4846,4945,5119,5153,5264,5357,5469,5580,5680,5765,5854,5955,6141,6112,6191,6262,6335,6408,6470,6531,6610,6670,6858
"42",41,"London","United Kingdom",-0.1277583,51.5073509,0.578729859260778,3641,3685,3751,3823,3906,3984,4051,4115,4184,4264,4328,4390,4452,4498,4556,4626,4688,4748,4807,4859,4912,5036,5086,5139,5165,5232,5275,5315,5361,5398,5444,5497,5540,5571,5614
"43",42,"Paris","France",2.3522219,48.856614,0.57709271352184,2538,2552,2569,2599,2627,2660,2680,2702,2730,2781,2814,2842,2860,2881,2912,2937,2962,2993,3015,3047,3068,3091,3107,3134,3158,3188,3202,3227,3238,3264,3277,3298,3315,3327,3338
"44",43,"Rome","Italy",12.4963655,41.9027835,0.575450910156548,1063,1072,1085,1094,1116,1135,1156,1171,1186,1203,1229,1253,1277,1296,1316,1334,1344,1361,1380,1399,1415,1433,1443,1466,1488,1505,1519,1531,1551,1562,1574,1589,1605,1622,1633
"45",44,"Pretoria","South Africa",28.2292712,-25.7478676,0.573804409184872,4433,4621,4827,4997,5256,5388,5553,5740,5931,6125,6269,6461,6648,6816,7007,7133,7284,7479,7632,7786,7929,8079,8231,8400,8589,8732,8871,9011,9171,9323,9474,9652,9826,9988,10219
"46",45,"Bogota","Colombia",-74.072092,4.7109886,0.572153170051517,722,722,723,724,726,729,731,732,734,734,734,736,742,743,745,747,748,750,751,753,754,758,763,768,770,773,773,778,781,782,785,787,792,795,800
"47",46,"Madrid","Spain",-3.7037902,40.4167754,0.570497151614274,1589,1594,1597,1604,1610,1631,1646,1656,1671,1689,1703,1721,1743,1764,1776,1806,1834,1856,1880,1902,1933,1954,1978,2008,2043,2073,2098,2120,2153,2183,2199,2217,2244,2263,2289
"48",47,"Buenos Aires","Argentina",-58.3815591,-34.6036844,0.568836312132058,3922,4045,4150,4243,4355,4451,4539,4619,4707,4798,4878,4958,5047,5147,5241,5311,5398,5473,5545,5633,5705,5789,5850,5929,6014,6062,6153,6221,6298,6385,6457,6534,6622,6688,6799
"49",48,"Kiev","Ukraine",30.5234,50.4501,0.56717060925263,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580
"50",49,"Kampala","Uganda",32.5825197,0.3475964,0.5655,2226,2365,2526,2684,2866,2972,3152,3327,3495,3657,3842,4017,4207,4414,4638,4783,4975,5153,5350,5518,5707,5912,6135,6337,6602,6762,6969,7172,7392,7640,7873,8091,8315,8525,8810
"51",50,"Algiers","Algeria",3.0587561,36.753768,0.563824440761484,1000,1008,1024,1039,1052,1064,1070,1079,1096,1109,1126,1146,1161,1183,1198,1214,1223,1235,1247,1266,1280,1294,1310,1319,1339,1352,1365,1376,1381,1397,1405,1422,1435,1444,1458
"52",51,"Khartoum","Sudan",32.5598994,15.5006544,0.562143887274424,1626,1683,1743,1806,1868,1913,1952,2005,2056,2116,2167,2221,2291,2359,2403,2488,2545,2605,2666,2720,2782,2829,2886,2944,2986,3072,3130,3169,3235,3284,3353,3421,3508,3577,3630
"53",52,"Warsaw","Poland",21.0122287,52.2296756,0.560458294612543,812,830,849,865,893,928,958,985,1009,1039,1059,1080,1105,1124,1148,1166,1184,1212,1239,1262,1284,1304,1327,1347,1364,1384,1393,1409,1424,1453,1475,1485,1500,1523,1577
"54",53,"Rabat","Morocco",-6.8498129,33.9715904,0.558767617171933,429,430,434,442,443,449,456,461,468,474,482,489,494,500,504,513,519,526,528,540,548,556,560,563,571,578,587,596,603,612,622,631,639,646,656
"55",54,"Riyadh","Saudi Arabia",46.6752957,24.7135517,0.557071808656658,866,878,888,897,914,923,938,946,955,960,967,980,990,998,1010,1021,1030,1036,1042,1047,1051,1056,1068,1073,1082,1088,1093,1103,1110,1115,1123,1129,1135,1142,1148
"56",55,"Lima","Peru",-77.042754,-12.0463731,0.555370822063961,908,909,910,910,911,912,913,916,917,918,919,923,930,936,938,943,946,950,953,956,961,964,965,968,970,976,979,980,983,984,985,988,993,994,997
"57",56,"Tashkent","Uzbekistan",69.2400734,41.2994958,0.553664609669067,1226,1256,1275,1295,1321,1334,1350,1372,1400,1412,1431,1446,1466,1486,1508,1525,1546,1565,1589,1610,1629,1646,1667,1683,1705,1716,1733,1755,1771,1789,1798,1814,1831,1840,1857
"58",57,"Kuala Lumpur","Malaysia",101.686855,3.139003,0.551953123009554,3786,4035,4292,4550,4832,5057,5275,5533,5787,6049,6309,6601,6865,7124,7468,7628,7856,8075,8304,8527,8716,8930,9127,9316,9649,9645,9813,9979,10121,10240,10357,10475,10581,10683,10945
"59",58,"Maputo","Mozambique",32.5731746,-25.969248,0.550236312869298,863,932,991,1049,1108,1174,1234,1296,1367,1427,1494,1564,1643,1712,1764,1828,1903,1970,2046,2120,2201,2264,2342,2409,2502,2564,2637,2723,2783,2866,2938,3014,3081,3155,3264
"60",59,"Kathmandu","Nepal",85.3239605,27.7172453,0.548514129261954,1111,1139,1164,1182,1239,1231,1261,1285,1316,1338,1366,1395,1414,1447,1525,1492,1549,1575,1626,1676,1723,1753,1793,1843,1929,1928,1981,2051,2111,2183,2260,2328,2393,2477,2646
"61",60,"Accra","Ghana",-0.1869644,5.6037168,0.546786521413979,1481,1532,1596,1667,1751,1798,1852,1915,1986,2070,2149,2220,2298,2399,2496,2572,2665,2752,2856,2966,3052,3132,3218,3308,3398,3479,3545,3609,3675,3745,3827,3892,3953,4014,4101
"62",61,"Yaounde","Cameroon",11.5020752,3.8480325,0.545053437747163,347,346,349,354,350,352,355,356,356,358,361,368,370,373,375,377,379,381,384,389,389,390,394,397,400,404,405,408,412,414,416,422,424,425,431
"63",62,"Colombo","Sri Lanka",79.861243,6.9270786,0.543314825860661,1691,1727,1761,1805,1847,1905,1959,1998,2056,2106,2148,2193,2233,2281,2318,2355,2391,2424,2473,2498,2536,2641,2683,2722,2782,2786,2822,2853,2895,2933,2967,2999,3042,3069,3128
"64",63,"Bucharest","Romania",26.1025384,44.4267674,0.54157063251251,585,597,605,621,673,645,668,693,716,736,755,775,802,815,841,839,861,869,870,881,896,909,923,939,968,966,981,992,1002,1015,1029,1036,1054,1067,1096
"65",64,"Ouagadougou","Burkina Faso",-1.5196603,12.3714277,0.539820803600602,1037,1133,1215,1318,1404,1506,1623,1747,1874,1994,2151,2303,2455,2598,2749,2909,3041,3205,3363,3529,3696,3863,4056,4222,4436,4625,4836,5038,5240,5505,5781,6014,6238,6469,6716
"66",65,"Bamako","Mali",-8.0028892,12.6392316,0.538065284143105,621,655,691,732,773,808,857,904,949,1000,1055,1109,1151,1192,1262,1314,1383,1439,1508,1591,1671,1749,1816,1902,2005,2099,2205,2307,2418,2534,2645,2777,2914,3050,3217
"67",66,"Santiago","Chile",-70.6692655,-33.4488897,0.536304018258301,951,957,962,968,971,978,991,997,1009,1022,1031,1036,1041,1050,1060,1067,1074,1088,1099,1106,1111,1122,1128,1135,1145,1149,1161,1170,1179,1187,1196,1206,1210,1213,1221
"68",67,"Lusaka","Zambia",28.3228165,-15.3875259,0.534536949143836,273,275,280,283,285,291,294,295,299,303,305,310,311,315,321,324,332,335,338,341,343,345,347,349,351,354,356,360,364,366,369,373,379,383,387
"69",68,"Amsterdam","Netherlands",4.9035614,52.3679843,0.532764019055341,2092,2165,2263,2365,2460,2607,2687,2775,2860,2929,3015,3098,3173,3263,3323,3430,3496,3553,3622,3664,3718,3763,3816,3870,3922,3968,4012,4063,4101,4150,4192,4236,4285,4322,4366
"70",69,"Guatemala City","Guatemala",-90.5068824,14.6349149,0.530985169284416,827,827,828,828,829,830,832,834,834,835,837,837,843,844,846,850,850,853,858,861,864,864,866,869,874,875,875,880,882,886,889,897,898,901,904
"71",70,"Quito","Ecuador",-78.4678382,-0.1806532,0.529200340135945,522,522,522,523,523,524,524,526,526,528,528,528,528,528,531,531,533,533,535,537,537,537,538,541,542,543,544,545,545,545,546,546,547,548,549
"72",71,"Dakar","Senegal",-17.4676861,14.716677,0.527409470904723,332,337,341,350,357,363,369,375,384,393,397,404,408,412,420,424,429,437,438,443,443,448,453,458,459,468,472,478,482,485,486,488,490,496,498
"73",72,"Conakry","Guinea",-13.5784012,9.6411855,0.525612499851364,220,224,226,228,231,234,240,244,248,251,256,260,262,265,268,269,271,274,279,282,284,289,290,292,295,296,304,305,310,315,317,318,321,325,328
"74",73,"Tunis","Tunisia",10.1815316,36.8064948,0.523809364177465,642,650,666,672,682,692,703,710,719,730,741,750,767,778,791,797,805,816,825,836,847,849,857,862,869,878,885,889,895,904,916,924,930,934,941
"75",74,"Brussels","Belgium",4.3517211,50.8503463,0.522,1065,1065,1065,1064,1066,1065,1067,1067,1067,1067,1067,1067,1068,1069,1069,1069,1069,1069,1070,1071,1072,1072,1073,1073,1073,1073,1073,1073,1073,1074,1074,1075,1078,1078,1078
"76",75,"Porto Novo","Benin",2.6288523,6.4968574,0.520184342324911,1450,1517,1596,1665,1764,1800,1861,1927,1986,2044,2129,2197,2277,2342,2465,2487,2569,2632,2688,2751,2817,2885,2962,3019,3171,3185,3263,3335,3409,3478,3579,3673,3785,3877,4055
"77",76,"Athens","Greece",23.7275388,37.9838096,0.518362325019865,645,645,645,646,647,648,650,653,655,657,660,660,663,665,668,671,672,674,676,676,681,683,687,691,693,695,697,704,706,708,710,712,714,715,720
"78",77,"La Paz","Bolivia",-68.1192936,-16.489689,0.516533880786149,185,186,188,188,188,192,197,205,210,214,215,217,218,219,222,224,227,227,231,232,236,238,242,245,249,251,253,256,259,266,271,273,273,281,282
"79",78,"Port au Prince","Haiti",-72.3074326,18.594395,0.514698941129667,727,727,729,733,735,736,739,742,748,752,755,761,764,770,772,775,776,780,783,789,795,798,799,801,806,808,813,813,817,821,826,828,831,834,836
"80",79,"Santo Domingo","Dominican Republic",-69.9312117,18.4860575,0.512857436330994,671,683,688,703,714,723,732,739,752,758,766,770,782,792,797,800,807,810,819,825,830,836,840,843,850,855,861,867,876,880,887,899,904,909,916
"81",80,"Prague","Czech Republic",14.4378005,50.0755381,0.511009295414477,516,516,517,520,523,525,532,536,541,552,557,563,565,571,576,585,588,591,595,602,610,613,618,621,626,638,643,651,655,662,669,672,676,682,689
"82",81,"Lisbon","Portugal",-9.1393366,38.7222524,0.509154446116304,824,827,831,839,843,848,855,863,876,881,892,901,909,916,925,934,946,962,975,984,993,1001,1011,1019,1027,1036,1041,1048,1057,1068,1081,1090,1096,1100,1107
"83",82,"Stockholm","Sweden",18.0685808,59.3293235,0.507292814851541,502,508,511,515,517,527,535,542,547,554,562,567,573,578,590,596,600,609,614,618,624,628,633,636,642,646,653,659,664,668,671,675,680,682,686
"84",83,"Baku","Azerbaijan",49.8670924,40.4092617,0.505424326680068,430,431,433,435,436,446,449,456,465,474,480,485,488,494,497,502,506,514,518,521,525,537,541,548,552,558,564,568,572,580,586,593,596,600,602
"85",84,"Budapest","Hungary",19.040235,47.497912,0.503548905271375,826,837,844,862,871,885,906,918,933,949,956,978,993,1009,1032,1043,1058,1072,1088,1103,1113,1125,1133,1141,1155,1168,1178,1196,1208,1218,1230,1237,1249,1266,1272
"86",85,"Amman","Jordan",35.9283716,31.9453666,0.50166647286818,974,991,1009,1028,1044,1092,1112,1131,1157,1187,1206,1220,1243,1270,1333,1336,1360,1385,1417,1451,1483,1510,1552,1589,1641,1664,1713,1753,1800,1842,1881,1940,1989,2028,2100
"87",86,"Minsk","Belarus",27.5615244,53.9045398,0.499776950248808,346,346,346,348,348,349,349,350,351,352,355,356,360,363,365,370,374,377,380,383,388,396,401,404,404,409,413,419,424,427,429,434,437,444,449
"88",87,"Abu Dhabi","United Arab Emirates",54.3773438,24.453884,0.497880256688292,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177
"89",88,"Belgrade","Serbia",20.4489216,44.786568,0.495976309918125,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328
"90",89,"Vienna","Austria",16.3738189,48.2081743,0.494065026084624,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,518,518,518,518,518,518,518,518,519,519,520,520
"91",90,"Bern","Switzerland",7.4474468,46.9479739,0.492146319705837,406,408,410,412,514,413,415,419,420,424,425,427,434,434,522,440,443,445,448,446,447,450,451,461,542,467,472,474,476,480,480,482,484,483,565
"92",91,"Tel Aviv1","Israel",34.7692418,32.0687888,0.490220103626932,1170,1178,1185,1191,1198,1210,1220,1233,1248,1264,1277,1291,1306,1318,1331,1350,1371,1386,1403,1416,1430,1447,1464,1479,1491,1502,1524,1541,1553,1570,1584,1596,1617,1629,1639
"93",92,"Lome","Togo",1.2254183,6.1256261,0.488286288973999,1866,2030,2207,2390,2594,2748,2926,3103,3271,3440,3579,3725,3868,4008,4166,4273,4409,4555,4699,4829,4975,5078,5170,5287,5404,5490,5586,5669,5754,5809,5899,5967,6028,6097,6156
"94",93,"Sofia","Bulgaria",23.3218675,42.6977082,0.486344785106204,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362
"95",94,"Asuncion","Paraguay",-57.575926,-25.2637399,0.484395499566212,1119,1164,1225,1273,1319,1395,1465,1518,1582,1631,1684,1759,1820,1897,1978,2022,2097,2172,2256,2314,2386,2456,2511,2595,2674,2715,2783,2869,2935,3012,3080,3148,3210,3294,3394
"96",95,"San Salvador","El Salvador",-89.2181911,13.6929403,0.48243833802881,756,761,764,761,777,762,764,767,770,772,774,779,783,785,801,789,791,797,799,799,803,809,814,818,838,831,837,842,849,856,859,865,871,877,896
"97",96,"Managua","Nicaragua",-86.2361744,12.1149926,0.480473204247646,304,304,304,306,306,306,306,306,307,307,309,310,315,315,316,318,318,320,321,323,324,326,329,331,335,337,339,342,342,342,346,348,354,355,356
"98",97,"Beirut","Lebanon",35.5017767,33.8937913,0.4785,581,584,587,589,593,593,601,606,614,615,619,633,634,641,625,650,652,652,653,656,658,660,660,661,638,662,662,666,667,669,670,671,673,675,654
"99",98,"Copenhagen","Denmark",12.5683372,55.6760968,0.476518625029494,738,753,765,786,803,831,850,868,887,898,918,937,951,961,969,986,999,1018,1033,1048,1062,1075,1093,1101,1111,1123,1132,1143,1157,1166,1176,1186,1198,1209,1220
"100",99,"Singapore","Singapore",103.819836,1.352083,0.474528976986654,1736,1839,1941,2064,2194,2296,2422,2542,2668,2797,2917,3057,3160,3286,3435,3521,3619,3708,3796,3874,3971,4054,4136,4194,4265,4296,4352,4402,4445,4492,4542,4580,4618,4656,4699
"101",100,"Helsinki","Finland",24.9383791,60.1698557,0.472530951367209,394,395,398,400,405,409,413,414,417,424,431,438,444,450,455,458,462,466,468,469,473,476,476,481,488,491,496,508,512,516,518,525,529,532,539
"102",101,"Oslo","Norway",10.7522454,59.9138688,0.470524441448051,339,339,340,341,357,347,337,355,356,357,359,360,364,366,362,341,341,343,342,343,342,343,344,343,361,341,372,374,381,377,377,380,388,382,364
"103",102,"San Jose","Costa Rica",-121.8863286,37.3382082,0.468509338220702,2034,2066,2089,2111,2124,2151,2170,2183,2191,2199,2209,2221,2229,2234,2262,2258,2269,2277,2283,2307,2315,2318,2321,2324,2339,2333,2337,2342,2342,2347,2351,2353,2360,2369,2377
"104",103,"Dublin","Ireland",-6.2603097,53.3498053,0.466485530322217,608,614,626,633,641,651,662,668,674,681,689,699,708,716,724,727,734,740,748,754,760,769,776,781,789,796,799,804,810,819,825,831,843,856,864
