"","","city","country_x","corX","corY","radius","2016_sl","2017_sl","2018_sl","2019_sl","2020_sl","2021_sl","2022_sl","2023_sl","2024_sl","2025_sl","2026_sl","2027_sl","2028_sl","2029_sl","2030_sl","2031_sl","2032_sl","2033_sl","2034_sl","2035_sl","2036_sl","2037_sl","2038_sl","2039_sl","2040_sl","2041_sl","2042_sl","2043_sl","2044_sl","2045_sl","2046_sl","2047_sl","2048_sl","2049_sl","2050_sl"
"15",14,"Keihanshin (Kyoto-Osaka-Kobe)"," Japan",135.5022535,34.6937249,0.586847084000594,3846,3880,3906,3944,4039,4016,4051,4085,4114,4148,4167,4188,4203,4222,4302,4286,4304,4323,4343,4363,4377,4400,4415,4428,4499,4453,4457,4471,4489,4509,4526,4545,4565,4569,4670
"16",15,"Wuhan"," China",114.305539,30.592849,0.585232646047706,3326,3443,3545,3654,3911,3905,4003,4163,4263,4403,4530,4635,4762,4864,5122,5120,5262,5389,5524,5639,5748,5869,6000,6107,6369,6348,6458,6612,6744,6849,6969,7105,7234,7346,7623
"17",16,"Los Angeles"," United States",-118.2436849,34.0522342,0.583613742127445,5929,5983,6047,6119,6223,6240,6282,6339,6383,6437,6482,6518,6553,6583,6658,6630,6651,6668,6676,6689,6701,6711,6732,6747,6801,6769,6782,6788,6794,6802,6807,6814,6822,6829,6875
"18",17,"Chengdu"," China",104.066801,30.572815,0.581990334971295,4248,4400,4555,4699,5065,4990,5139,5297,5444,5615,5774,5926,6086,6246,6636,6579,6737,6947,7133,7329,7549,7776,7966,8169,8592,8632,8857,9077,9267,9454,9693,9878,10053,10245,10629
"19",18,"Chongqing"," China",106.912251,29.4315861,0.580362386789495,1529,1539,1535,1551,1550,1570,1596,1610,1631,1647,1668,1679,1709,1726,1767,1751,1766,1786,1787,1801,1816,1833,1849,1862,1935,1884,1893,1900,1909,1919,1926,1934,1946,1933,2039
"20",19,"Tianjin"," China",117.3616476,39.3433574,0.578729859260778,3438,3590,3708,3820,4002,4053,4157,4249,4357,4477,4606,4716,4832,4969,5218,5229,5348,5464,5568,5681,5786,5900,5984,6087,6305,6260,6347,6413,6501,6580,6656,6730,6799,6879,7111
"21",20,"Istanbul"," Turkey",28.9783589,41.0082376,0.57709271352184,2834,2939,3034,3129,3296,3322,3419,3529,3626,3746,3867,3999,4136,4300,4489,4676,4860,5016,5170,5304,5445,5589,5740,5899,6026,6153,6256,6345,6453,6547,6638,6738,6814,6895,6961
"22",21,"Kolkata"," India",88.363895,22.572646,0.575450910156548,7133,7395,7690,7894,8109,8282,8464,8611,8754,8879,8992,9097,9209,9315,9393,9476,9557,9665,9738,9800,9857,9928,9976,10039,10139,10164,10215,10266,10317,10368,10417,10459,10513,10568,10654
"23",22,"Hangzhou"," China",120.15507,30.274084,0.573804409184872,3242,3319,3391,3454,3539,3535,3574,3617,3654,3689,3729,3766,3803,3839,3945,3917,3943,3966,3998,4024,4053,4087,4113,4146,4251,4184,4216,4243,4269,4286,4303,4328,4352,4372,4494
"24",23,"Surabaya"," Indonesia",112.7520883,-7.2574719,0.572153170051517,3895,4024,4179,4294,4407,4508,4609,4694,4766,4833,4896,4957,5009,5088,5152,5191,5235,5273,5311,5340,5396,5425,5464,5493,5583,5550,5574,5610,5636,5658,5685,5707,5732,5758,5857
"25",24,"Xi'an"," China",108.93977,34.341574,0.570497151614274,2017,2068,2122,2187,2239,2294,2348,2400,2445,2497,2542,2597,2643,2685,2719,2765,2804,2838,2875,2909,2954,2993,3028,3053,3090,3123,3157,3202,3242,3274,3303,3345,3379,3406,3444
"26",25,"Bangalore"," India",77.5945627,12.9715987,0.568836312132058,2238,2297,2337,2383,2401,2469,2521,2560,2605,2662,2710,2754,2782,2823,2858,2888,2919,2966,3000,3038,3068,3105,3139,3158,3241,3214,3247,3283,3312,3339,3380,3406,3438,3470,3580
"27",26,"Changzhou"," China",119.974061,31.811226,0.56717060925263,3757,3892,3978,4079,4216,4270,4386,4479,4554,4636,4747,4817,4894,4970,5168,5111,5181,5261,5315,5366,5431,5492,5559,5631,5882,5748,5806,5871,5927,6000,6058,6119,6189,6246,6513
"28",27,"Rio de Janeiro"," Brazil",-43.1728965,-22.9068467,0.5655,2414,2464,2528,2579,2622,2668,2715,2756,2791,2829,2856,2898,2932,2957,2984,3011,3038,3064,3090,3105,3131,3154,3181,3197,3211,3229,3246,3259,3281,3305,3318,3330,3351,3375,3392
"29",28,"Shantou"," China",116.681972,23.354091,0.563824440761484,4946,5057,5161,5292,5485,5524,5650,5755,5877,6003,6119,6247,6339,6431,6572,6606,6696,6790,6880,6951,7050,7144,7242,7332,7509,7494,7578,7644,7698,7763,7829,7873,7921,7957,8099
"30",29,"Nanjing"," China",118.796877,32.060255,0.562143887274424,2308,2349,2405,2444,2496,2550,2584,2647,2687,2755,2819,2862,2906,2954,3023,3039,3088,3127,3174,3210,3249,3290,3323,3366,3438,3429,3467,3528,3562,3605,3632,3684,3735,3791,3873
"31",30,"Rhine-Ruhr"," Germany",7.5578181,51.418754,0.560458294612543,2388,2433,2477,2511,2548,2579,2606,2635,2672,2693,2719,2744,2774,2795,2812,2843,2871,2888,2904,2922,2952,2972,2988,3013,3031,3043,3072,3089,3103,3155,3179,3195,3221,3235,3284
"32",31,"Jinan"," China",117.120095,36.6512,0.558767617171933,1900,1979,2032,2058,2117,2168,2220,2276,2331,2367,2419,2467,2519,2577,2602,2671,2720,2807,2840,2887,2916,2972,3007,3038,3084,3117,3160,3212,3259,3292,3329,3367,3401,3426,3525
"33",32,"Chennai"," India",80.2707184,13.0826802,0.557071808656658,1510,1551,1590,1639,1672,1701,1738,1760,1791,1821,1849,1881,1902,1928,1950,1971,1998,2030,2061,2084,2102,2126,2149,2179,2203,2229,2283,2316,2351,2379,2403,2429,2453,2474,2500
"34",33,"Harbin"," China",126.534967,45.803775,0.555370822063961,2047,2147,2253,2407,2552,2663,2789,2920,3078,3213,3350,3495,3643,3793,3935,4115,4265,4407,4541,4695,4886,5037,5209,5381,5619,5757,5950,6115,6309,6508,6693,6838,6994,7159,7420
"35",34,"Chicago"," United States",-87.6297982,41.8781136,0.553664609669067,3898,4038,4132,4260,4420,4439,4514,4602,4668,4767,4836,4896,4948,4995,5183,5101,5143,5183,5234,5294,5326,5408,5458,5505,5667,5621,5657,5709,5748,5786,5834,5877,5902,5946,6079
"36",35,"Zhengzhou"," China",113.625328,34.746611,0.551953123009554,2418,2496,2590,2683,2703,2858,2935,2990,3041,3112,3190,3261,3332,3408,3472,3572,3642,3711,3780,3849,3912,3940,4011,4061,4114,4131,4181,4249,4290,4344,4396,4442,4496,4540,4644
"37",36,"Johannesburg"," South Africa",28.0473051,-26.2041028,0.550236312869298,4920,5116,5319,5502,5714,5858,6055,6240,6430,6581,6735,6897,7034,7194,7349,7498,7619,7771,7910,8073,8226,8375,8515,8656,8834,8951,9107,9260,9415,9588,9739,9895,10076,10249,10533
"38",37,"Hanoi","Vietnam",105.8341598,21.0277644,0.585232646047706,4772,5045,5279,5504,5705,5891,6076,6222,6379,6505,6653,6768,6898,7005,7101,7205,7404,7502,7560,7627,7690,7756,7831,7879,8119,8027,8105,8162,8225,8291,8365,8429,8483,8539,8735
"39",38,"Berlin","Germany",13.404954,52.5200066,0.583613742127445,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974
"40",39,"Ankara","Turkey",32.8597419,39.9333635,0.581990334971295,1325,1381,1447,1505,1592,1651,1732,1820,1914,2003,2087,2173,2266,2368,2550,2609,2734,2860,3030,3185,3352,3540,3738,3964,4256,4507,4778,5094,5420,5778,6148,6502,6888,7266,7817
"41",40,"Bangkok","Thailand",100.5017651,13.7563309,0.580362386789495,4092,4230,4375,4529,4769,4817,4977,5130,5252,5405,5548,5714,5855,5962,6241,6253,6384,6495,6606,6755,6899,7000,7109,7216,7540,7397,7501,7607,7690,7788,7880,7971,8046,8143,8426
"42",41,"London","United Kingdom",-0.1277583,51.5073509,0.578729859260778,4458,4609,4758,4889,5018,5137,5263,5355,5462,5563,5657,5749,5822,5904,5996,6086,6164,6247,6321,6399,6488,6596,6678,6748,6880,6931,7023,7102,7176,7258,7340,7432,7525,7611,7752
"43",42,"Paris","France",2.3522219,48.856614,0.57709271352184,2901,2971,3049,3108,3170,3230,3279,3334,3377,3427,3459,3503,3545,3582,3629,3667,3713,3747,3776,3820,3861,3908,3955,3990,4038,4088,4135,4173,4211,4243,4293,4330,4384,4416,4465
"44",43,"Rome","Italy",12.4963655,41.9027835,0.575450910156548,1308,1352,1401,1443,1484,1527,1573,1615,1656,1698,1726,1760,1793,1815,1843,1878,1900,1934,1973,2007,2046,2077,2105,2129,2149,2176,2205,2225,2247,2285,2312,2331,2354,2380,2406
"45",44,"Pretoria","South Africa",28.2292712,-25.7478676,0.573804409184872,4953,5172,5392,5602,5904,6022,6269,6448,6686,6865,7046,7217,7399,7598,7840,7973,8100,8281,8465,8636,8828,9013,9181,9362,9645,9787,9972,10184,10352,10555,10758,10963,11181,11384,11723
"46",45,"Bogota","Colombia",-74.072092,4.7109886,0.572153170051517,744,751,760,769,775,781,788,796,804,811,819,823,829,841,849,854,858,865,874,876,882,887,892,895,898,904,908,914,917,923,925,926,926,927,931
"47",46,"Madrid","Spain",-3.7037902,40.4167754,0.570497151614274,1790,1852,1907,1974,2027,2104,2161,2214,2279,2322,2385,2431,2478,2532,2577,2617,2678,2717,2762,2803,2841,2887,2932,2962,3003,3039,3075,3098,3135,3164,3186,3216,3251,3282,3303
"48",47,"Buenos Aires","Argentina",-58.3815591,-34.6036844,0.568836312132058,4407,4517,4626,4740,4882,4934,5029,5127,5218,5339,5443,5527,5615,5709,5847,5889,5962,6058,6146,6244,6352,6456,6551,6659,6822,6876,7006,7126,7248,7361,7467,7581,7681,7756,7907
"49",48,"Kiev","Ukraine",30.5234,50.4501,0.56717060925263,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580
"50",49,"Kampala","Uganda",32.5825197,0.3475964,0.5655,2751,2964,3183,3398,3730,3813,4044,4232,4456,4691,4904,5137,5355,5584,5889,6031,6265,6520,6780,7018,7268,7553,7822,8077,8442,8596,8843,9053,9285,9503,9702,9910,10099,10284,10544
"51",50,"Algiers","Algeria",3.0587561,36.753768,0.563824440761484,1177,1216,1242,1280,1312,1342,1378,1410,1436,1468,1496,1522,1547,1572,1595,1606,1621,1642,1659,1677,1688,1703,1712,1720,1735,1747,1760,1772,1780,1792,1804,1818,1824,1830,1842
"52",51,"Khartoum","Sudan",32.5598994,15.5006544,0.562143887274424,1973,2057,2138,2223,2326,2377,2459,2534,2654,2754,2826,2935,3019,3118,3235,3301,3375,3462,3570,3663,3733,3843,3934,4013,4162,4197,4302,4406,4509,4602,4724,4843,4949,5031,5174
"53",52,"Warsaw","Poland",21.0122287,52.2296756,0.560458294612543,1174,1240,1311,1382,1446,1491,1547,1593,1635,1692,1745,1797,1852,1907,1970,2034,2105,2182,2254,2327,2392,2454,2514,2581,2642,2728,2796,2887,2976,3053,3135,3194,3264,3344,3496
"54",53,"Rabat","Morocco",-6.8498129,33.9715904,0.558767617171933,515,541,562,583,598,615,631,650,675,697,713,736,747,768,779,801,814,832,857,883,910,927,945,972,995,1017,1044,1063,1084,1100,1118,1133,1154,1165,1192
"55",54,"Riyadh","Saudi Arabia",46.6752957,24.7135517,0.557071808656658,999,1028,1055,1084,1104,1124,1136,1151,1170,1179,1195,1216,1232,1243,1254,1272,1286,1298,1305,1319,1342,1362,1375,1384,1393,1408,1414,1428,1448,1466,1486,1499,1513,1531,1546
"56",55,"Lima","Peru",-77.042754,-12.0463731,0.555370822063961,932,944,953,960,966,973,982,987,997,1004,1010,1015,1021,1023,1024,1034,1040,1049,1054,1058,1064,1070,1074,1077,1081,1086,1090,1092,1095,1098,1102,1103,1106,1108,1110
"57",56,"Tashkent","Uzbekistan",69.2400734,41.2994958,0.553664609669067,1580,1636,1691,1737,1783,1823,1866,1900,1936,1976,2003,2035,2086,2119,2153,2183,2213,2246,2286,2324,2360,2391,2432,2473,2511,2543,2579,2604,2634,2673,2711,2764,2802,2842,2868
"58",57,"Kuala Lumpur","Malaysia",101.686855,3.139003,0.551953123009554,4287,4591,4870,5140,5499,5697,5935,6191,6467,6730,6991,7252,7515,7764,8154,8247,8460,8681,8889,9111,9309,9495,9684,9833,10236,10149,10277,10408,10538,10662,10769,10868,10949,11032,11345
"59",58,"Maputo","Mozambique",32.5731746,-25.969248,0.550236312869298,982,1048,1113,1177,1246,1310,1370,1436,1520,1591,1671,1747,1813,1899,1976,2054,2137,2223,2309,2411,2499,2599,2711,2811,2945,3058,3183,3322,3442,3579,3735,3907,4081,4245,4450
"60",59,"Kathmandu","Nepal",85.3239605,27.7172453,0.548514129261954,1244,1271,1311,1331,1491,1381,1406,1436,1465,1495,1521,1548,1585,1623,1771,1696,1734,1766,1821,1868,1907,1957,1992,2043,2229,2155,2213,2272,2345,2412,2480,2560,2627,2710,2981
"61",60,"Accra","Ghana",-0.1869644,5.6037168,0.546786521413979,1791,1878,1958,2035,2149,2199,2307,2414,2530,2664,2782,2900,3044,3168,3310,3407,3538,3642,3763,3851,3970,4069,4165,4266,4412,4465,4547,4654,4762,4859,4985,5077,5150,5262,5436
"62",61,"Yaounde","Cameroon",11.5020752,3.8480325,0.545053437747163,389,395,409,418,418,427,436,444,452,467,484,507,521,541,559,582,597,616,632,642,661,680,706,716,735,755,776,799,831,854,876,898,923,945,968
"63",62,"Colombo","Sri Lanka",79.861243,6.9270786,0.543314825860661,2242,2344,2431,2498,2579,2638,2700,2774,2831,2889,2945,3003,3048,3102,3166,3182,3220,3258,3298,3336,3381,3444,3493,3542,3708,3623,3661,3701,3738,3785,3812,3862,3902,3951,4147
"64",63,"Bucharest","Romania",26.1025384,44.4267674,0.54157063251251,835,888,935,968,1074,1039,1076,1110,1156,1209,1237,1271,1321,1366,1468,1415,1450,1493,1510,1552,1589,1638,1682,1722,1822,1793,1836,1868,1911,1966,2011,2068,2110,2153,2246
"65",64,"Ouagadougou","Burkina Faso",-1.5196603,12.3714277,0.539820803600602,1304,1443,1576,1707,1874,2005,2154,2330,2520,2699,2912,3084,3281,3508,3709,3908,4155,4373,4645,4916,5165,5462,5737,6047,6333,6591,6853,7149,7467,7729,8081,8432,8806,9094,9454
"66",65,"Bamako","Mali",-8.0028892,12.6392316,0.538065284143105,734,786,828,883,958,988,1043,1105,1167,1239,1307,1382,1470,1560,1659,1738,1825,1919,2039,2151,2275,2428,2562,2713,2922,3061,3242,3491,3763,4057,4366,4724,5122,5518,5939
"67",66,"Santiago","Chile",-70.6692655,-33.4488897,0.536304018258301,1050,1078,1100,1127,1152,1168,1190,1205,1222,1241,1250,1262,1283,1305,1318,1330,1341,1354,1361,1374,1378,1385,1398,1405,1413,1422,1427,1440,1450,1465,1476,1488,1493,1502,1511
"68",67,"Lusaka","Zambia",28.3228165,-15.3875259,0.534536949143836,330,335,344,353,366,376,392,411,422,434,441,448,468,474,490,518,524,537,549,562,571,595,619,627,634,653,664,678,694,713,741,758,769,785,802
"69",68,"Amsterdam","Netherlands",4.9035614,52.3679843,0.532764019055341,3221,3408,3533,3682,3873,3923,4013,4108,4201,4285,4361,4449,4525,4588,4710,4740,4807,4862,4915,4981,5025,5082,5130,5197,5380,5315,5367,5430,5476,5515,5561,5611,5665,5717,5890
"70",69,"Guatemala City","Guatemala",-90.5068824,14.6349149,0.530985169284416,846,857,868,874,881,888,893,903,906,919,927,933,946,954,964,971,977,985,997,1005,1011,1023,1034,1044,1060,1068,1074,1085,1092,1097,1101,1113,1122,1131,1144
"71",70,"Quito","Ecuador",-78.4678382,-0.1806532,0.529200340135945,533,536,539,542,543,546,547,550,554,557,560,563,570,575,580,581,586,590,591,592,594,596,598,603,605,608,613,616,620,623,623,625,627,630,633
"72",71,"Dakar","Senegal",-17.4676861,14.716677,0.527409470904723,428,440,453,464,476,487,496,507,517,522,532,538,550,557,568,576,586,603,616,627,638,642,651,661,670,675,682,688,695,702,721,733,750,760,765
"73",72,"Conakry","Guinea",-13.5784012,9.6411855,0.525612499851364,282,296,306,315,336,349,364,378,392,403,415,435,460,482,510,531,562,592,618,650,677,704,744,788,814,839,866,895,933,973,1009,1052,1095,1134,1166
"74",73,"Tunis","Tunisia",10.1815316,36.8064948,0.523809364177465,797,831,869,901,917,934,946,967,982,999,1023,1043,1063,1083,1100,1114,1130,1147,1161,1178,1191,1206,1211,1233,1245,1256,1269,1281,1295,1310,1327,1340,1353,1371,1391
"75",74,"Brussels","Belgium",4.3517211,50.8503463,0.522,1074,1076,1077,1076,1080,1079,1081,1084,1085,1085,1089,1090,1094,1103,1108,1110,1114,1114,1118,1121,1127,1130,1132,1137,1141,1146,1151,1154,1156,1157,1162,1164,1165,1169,1174
"76",75,"Porto Novo","Benin",2.6288523,6.4968574,0.520184342324911,1848,1948,2061,2152,2338,2330,2449,2546,2625,2704,2806,2898,3008,3108,3297,3322,3428,3549,3662,3782,3893,4033,4157,4301,4533,4590,4732,4882,5022,5171,5323,5470,5634,5794,6092
"77",76,"Athens","Greece",23.7275388,37.9838096,0.518362325019865,670,678,685,691,701,707,714,721,727,734,741,750,758,763,768,774,778,783,792,798,800,803,804,810,814,818,823,826,832,837,841,847,847,848,851
"78",77,"La Paz","Bolivia",-68.1192936,-16.489689,0.516533880786149,222,227,230,236,252,258,268,279,282,289,298,305,309,315,321,326,332,338,347,351,368,374,380,384,390,397,405,412,418,427,434,439,444,453,461
"79",78,"Port au Prince","Haiti",-72.3074326,18.594395,0.514698941129667,766,774,779,788,796,806,815,824,831,839,849,855,864,877,887,895,900,906,909,913,920,929,934,940,947,955,961,967,969,975,982,989,996,1002,1004
"80",79,"Santo Domingo","Dominican Republic",-69.9312117,18.4860575,0.512857436330994,823,846,858,883,899,917,939,951,964,984,995,1010,1029,1042,1063,1069,1078,1092,1107,1118,1133,1145,1160,1182,1196,1214,1235,1252,1267,1287,1314,1326,1338,1359,1377
"81",80,"Prague","Czech Republic",14.4378005,50.0755381,0.511009295414477,576,587,607,620,638,659,680,692,711,732,744,754,766,776,782,797,816,823,832,839,859,870,882,899,909,917,929,943,958,969,979,986,999,1008,1026
"82",81,"Lisbon","Portugal",-9.1393366,38.7222524,0.509154446116304,927,952,977,1006,1021,1048,1069,1095,1114,1128,1148,1166,1191,1215,1238,1254,1268,1288,1308,1326,1348,1361,1377,1391,1410,1427,1446,1458,1477,1491,1510,1521,1544,1560,1577
"83",82,"Stockholm","Sweden",18.0685808,59.3293235,0.507292814851541,592,608,625,638,655,668,681,693,710,723,735,751,758,768,777,787,802,814,817,826,841,852,863,871,885,894,911,920,933,950,959,971,985,995,1012
"84",83,"Baku","Azerbaijan",49.8670924,40.4092617,0.505424326680068,519,538,549,569,583,597,611,625,633,642,656,664,672,684,694,700,711,716,721,730,739,746,762,767,773,781,785,789,794,802,810,819,823,827,832
"85",84,"Budapest","Hungary",19.040235,47.497912,0.503548905271375,1091,1132,1169,1189,1216,1244,1274,1304,1336,1363,1392,1442,1471,1495,1519,1546,1575,1606,1635,1675,1716,1740,1764,1790,1818,1838,1860,1891,1923,1956,1990,2016,2030,2053,2081
"86",85,"Amman","Jordan",35.9283716,31.9453666,0.50166647286818,1113,1131,1160,1191,1223,1275,1313,1325,1356,1394,1425,1453,1491,1526,1627,1608,1647,1682,1715,1754,1802,1849,1897,1943,2051,2053,2131,2185,2243,2311,2380,2456,2524,2594,2732
"87",86,"Minsk","Belarus",27.5615244,53.9045398,0.499776950248808,390,407,422,436,445,457,465,483,496,509,523,536,549,564,576,593,612,618,629,645,653,667,677,692,705,724,739,754,771,787,803,825,838,861,877
"88",87,"Abu Dhabi","United Arab Emirates",54.3773438,24.453884,0.497880256688292,179,179,179,179,179,182,184,185,191,195,198,199,205,210,219,228,233,240,243,248,255,262,273,277,280,291,301,317,324,334,335,344,354,363,371
"89",88,"Belgrade","Serbia",20.4489216,44.786568,0.495976309918125,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328
"90",89,"Vienna","Austria",16.3738189,48.2081743,0.494065026084624,520,521,521,525,527,527,527,527,531,531,531,533,533,535,538,545,548,551,555,556,562,571,575,578,583,588,592,596,602,609,614,619,622,628,628
"91",90,"Bern","Switzerland",7.4474468,46.9479739,0.492146319705837,424,432,437,446,659,459,467,477,483,496,505,508,520,524,720,541,550,555,565,564,568,580,586,598,786,611,618,625,632,636,641,649,653,657,847
"92",91,"Tel Aviv1","Israel",34.7692418,32.0687888,0.490220103626932,1345,1382,1418,1462,1501,1542,1582,1623,1659,1697,1725,1763,1800,1827,1846,1876,1899,1919,1944,1963,1989,2010,2026,2048,2075,2085,2105,2126,2151,2170,2188,2203,2211,2225,2242
"93",92,"Lome","Togo",1.2254183,6.1256261,0.488286288973999,2223,2450,2650,2871,3157,3272,3490,3678,3868,4052,4263,4463,4628,4823,5022,5131,5299,5453,5598,5757,5892,5996,6138,6247,6344,6401,6499,6575,6659,6730,6780,6832,6903,6952,7028
"94",93,"Sofia","Bulgaria",23.3218675,42.6977082,0.486344785106204,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362
"95",94,"Asuncion","Paraguay",-57.575926,-25.2637399,0.484395499566212,1381,1458,1540,1613,1699,1754,1837,1931,2006,2081,2167,2282,2386,2468,2598,2655,2769,2862,2955,3068,3168,3264,3368,3483,3612,3695,3810,3904,4024,4151,4303,4423,4569,4719,4898
"96",95,"San Salvador","El Salvador",-89.2181911,13.6929403,0.48243833802881,786,799,814,826,853,851,860,878,896,920,937,957,975,1000,1028,1024,1038,1055,1072,1090,1098,1114,1135,1152,1197,1186,1201,1210,1233,1252,1275,1300,1321,1327,1366
"97",96,"Managua","Nicaragua",-86.2361744,12.1149926,0.480473204247646,324,331,335,339,343,354,365,378,391,401,416,427,435,447,450,461,466,478,493,501,512,519,537,548,563,581,592,604,618,629,652,665,687,699,716
"98",97,"Beirut","Lebanon",35.5017767,33.8937913,0.4785,673,683,691,699,705,714,718,720,721,728,729,735,739,741,757,749,751,756,754,755,760,759,762,768,778,774,790,791,803,806,811,816,820,823,817
"99",98,"Copenhagen","Denmark",12.5683372,55.6760968,0.476518625029494,975,1013,1057,1088,1125,1155,1192,1224,1243,1265,1279,1305,1336,1354,1377,1397,1418,1439,1462,1474,1494,1510,1525,1549,1573,1590,1607,1623,1648,1672,1693,1710,1733,1755,1779
"100",99,"Singapore","Singapore",103.819836,1.352083,0.474528976986654,2093,2248,2381,2528,2711,2824,2958,3092,3239,3383,3491,3612,3744,3833,3967,4022,4120,4198,4284,4351,4435,4498,4552,4620,4691,4718,4770,4823,4874,4913,4950,4986,5018,5048,5101
"101",100,"Helsinki","Finland",24.9383791,60.1698557,0.472530951367209,464,474,482,495,503,513,531,545,551,560,580,588,596,609,621,636,645,657,674,686,697,715,723,732,746,751,761,769,776,784,799,808,817,833,842
"102",101,"Oslo","Norway",10.7522454,59.9138688,0.470524441448051,346,349,351,356,382,372,364,380,384,386,392,394,404,407,419,404,409,408,413,420,427,428,433,433,464,438,481,487,493,499,499,504,511,524,512
