"","","city","country_x","corX","corY","radius","2016_sl","2017_sl","2018_sl","2019_sl","2020_sl","2021_sl","2022_sl","2023_sl","2024_sl","2025_sl","2026_sl","2027_sl","2028_sl","2029_sl","2030_sl","2031_sl","2032_sl","2033_sl","2034_sl","2035_sl","2036_sl","2037_sl","2038_sl","2039_sl","2040_sl","2041_sl","2042_sl","2043_sl","2044_sl","2045_sl","2046_sl","2047_sl","2048_sl","2049_sl","2050_sl"
"15",14,"Keihanshin (Kyoto-Osaka-Kobe)"," Japan",135.5022535,34.6937249,0.586847084000594,3996,4033,4077,4123,4282,4209,4239,4283,4319,4352,4382,4407,4433,4448,4592,4493,4511,4529,4542,4565,4582,4611,4633,4654,4826,4696,4719,4737,4753,4769,4788,4800,4822,4838,5018
"16",15,"Wuhan"," China",114.305539,30.592849,0.585232646047706,3657,3802,3950,4118,4432,4384,4545,4705,4848,5000,5146,5317,5471,5626,5980,5927,6073,6248,6398,6548,6700,6853,6989,7149,7534,7461,7597,7744,7881,8017,8171,8298,8422,8563,8949
"17",16,"Los Angeles"," United States",-118.2436849,34.0522342,0.583613742127445,6094,6155,6227,6286,6409,6415,6462,6525,6575,6613,6652,6686,6712,6737,6826,6778,6795,6815,6831,6846,6856,6869,6878,6896,6952,6911,6921,6928,6937,6941,6948,6956,6965,6976,7029
"18",17,"Chengdu"," China",104.066801,30.572815,0.581990334971295,4582,4760,4951,5132,5581,5469,5669,5847,6018,6214,6408,6593,6778,6977,7427,7386,7619,7825,8055,8281,8514,8729,8937,9142,9614,9584,9820,10026,10242,10466,10634,10814,11020,11192,11642
"19",18,"Chongqing"," China",106.912251,29.4315861,0.580362386789495,1592,1615,1639,1662,1684,1702,1727,1750,1761,1776,1799,1818,1838,1854,1990,1890,1905,1923,1940,1958,1976,1998,2014,2028,2181,2059,2074,2086,2104,2116,2131,2142,2154,2164,2328
"20",19,"Tianjin"," China",117.3616476,39.3433574,0.578729859260778,3914,4071,4217,4363,4632,4668,4824,4984,5111,5270,5451,5626,5785,5935,6254,6210,6333,6485,6602,6740,6876,6996,7100,7207,7505,7415,7511,7605,7696,7795,7892,7980,8069,8145,8474
"21",20,"Istanbul"," Turkey",28.9783589,41.0082376,0.57709271352184,2930,3036,3145,3244,3409,3439,3538,3654,3780,3912,4079,4273,4454,4662,4880,5087,5269,5426,5602,5759,5908,6052,6208,6317,6433,6511,6619,6717,6803,6872,6944,7022,7092,7128,7174
"22",21,"Kolkata"," India",88.363895,22.572646,0.575450910156548,8234,8501,8725,8941,9093,9242,9383,9510,9615,9727,9847,9952,10033,10106,10174,10240,10312,10400,10477,10547,10599,10671,10748,10828,10974,10974,11034,11110,11189,11253,11319,11386,11461,11533,11679
"23",22,"Hangzhou"," China",120.15507,30.274084,0.573804409184872,3582,3651,3721,3785,3907,3889,3926,3966,4012,4061,4096,4137,4174,4227,4353,4303,4338,4376,4411,4454,4493,4542,4571,4607,4767,4689,4722,4749,4793,4828,4876,4922,4967,5005,5168
"24",23,"Surabaya"," Indonesia",112.7520883,-7.2574719,0.572153170051517,4526,4678,4800,4914,5020,5077,5159,5226,5290,5337,5399,5446,5501,5544,5623,5626,5651,5690,5734,5774,5797,5825,5869,5909,6040,5970,5996,6025,6050,6071,6094,6125,6154,6179,6316
"25",24,"Xi'an"," China",108.93977,34.341574,0.570497151614274,2315,2389,2486,2556,2638,2715,2789,2858,2916,2978,3036,3089,3152,3212,3263,3304,3359,3403,3453,3522,3556,3601,3645,3690,3736,3775,3825,3874,3922,3974,4016,4058,4093,4133,4171
"26",25,"Bangalore"," India",77.5945627,12.9715987,0.568836312132058,2504,2580,2668,2735,2839,2880,2935,2989,3054,3111,3169,3222,3266,3330,3459,3448,3502,3553,3608,3671,3727,3780,3844,3919,4107,4028,4103,4164,4221,4274,4348,4416,4498,4548,4760
"27",26,"Changzhou"," China",119.974061,31.811226,0.56717060925263,4232,4398,4544,4686,4872,4912,5024,5122,5207,5307,5406,5483,5568,5659,5975,5813,5898,5984,6060,6134,6199,6277,6360,6429,6791,6579,6653,6720,6799,6879,6960,7054,7127,7208,7578
"28",27,"Rio de Janeiro"," Brazil",-43.1728965,-22.9068467,0.5655,2681,2758,2832,2883,2939,2980,3015,3045,3089,3130,3164,3203,3242,3277,3307,3334,3355,3390,3411,3444,3475,3501,3530,3553,3573,3592,3609,3627,3642,3665,3693,3708,3731,3758,3784
"29",28,"Shantou"," China",116.681972,23.354091,0.563824440761484,5165,5286,5409,5526,5728,5761,5864,6002,6120,6256,6375,6482,6574,6665,6840,6879,6975,7088,7169,7253,7330,7423,7506,7587,7785,7744,7819,7887,7938,7983,8019,8056,8106,8136,8295
"30",29,"Nanjing"," China",118.796877,32.060255,0.562143887274424,2590,2676,2769,2854,2994,3013,3085,3167,3239,3295,3361,3435,3496,3565,3740,3693,3761,3822,3876,3919,3992,4050,4125,4186,4391,4283,4361,4420,4474,4534,4592,4659,4721,4778,5005
"31",30,"Rhine-Ruhr"," Germany",7.5578181,51.418754,0.560458294612543,2625,2690,2738,2780,2823,2861,2894,2933,2966,2994,3022,3063,3104,3143,3171,3210,3240,3254,3277,3293,3316,3335,3359,3389,3413,3435,3461,3488,3509,3538,3560,3577,3604,3635,3788
"32",31,"Jinan"," China",117.120095,36.6512,0.558767617171933,2208,2294,2375,2444,2530,2617,2690,2751,2830,2920,2997,3059,3141,3216,3286,3324,3391,3443,3507,3565,3614,3685,3743,3789,3978,3896,3940,4009,4078,4124,4163,4210,4260,4318,4515
"33",32,"Chennai"," India",80.2707184,13.0826802,0.557071808656658,1751,1806,1856,1905,1961,2005,2048,2087,2131,2178,2222,2270,2307,2343,2402,2444,2485,2524,2566,2605,2636,2676,2713,2755,2799,2839,2877,2922,2969,3004,3046,3103,3139,3170,3307
"34",33,"Harbin"," China",126.534967,45.803775,0.555370822063961,2315,2464,2645,2807,2993,3127,3296,3466,3649,3837,4004,4163,4338,4515,4707,4878,5081,5262,5449,5643,5826,6050,6244,6444,6710,6828,7018,7214,7400,7599,7764,7954,8146,8312,8672
"35",34,"Chicago"," United States",-87.6297982,41.8781136,0.553664609669067,4420,4555,4670,4780,5098,4953,5038,5133,5208,5297,5367,5441,5518,5573,5891,5693,5750,5809,5867,5939,5985,6046,6113,6174,6458,6266,6316,6375,6426,6486,6544,6594,6643,6699,6937
"36",35,"Zhengzhou"," China",113.625328,34.746611,0.551953123009554,2820,2954,3063,3180,3291,3361,3474,3576,3660,3752,3856,3935,4039,4127,4376,4319,4381,4454,4547,4621,4693,4756,4816,4865,5128,5016,5075,5119,5178,5239,5307,5385,5466,5527,5803
"37",36,"Johannesburg"," South Africa",28.0473051,-26.2041028,0.550236312869298,5199,5423,5642,5825,6077,6242,6443,6635,6793,6974,7143,7312,7462,7623,7811,7960,8131,8304,8483,8659,8840,9020,9211,9408,9649,9788,10006,10216,10439,10694,10950,11221,11483,11753,12119
"38",37,"Hanoi","Vietnam",105.8341598,21.0277644,0.585232646047706,5874,6124,6348,6569,6752,6921,7086,7229,7372,7498,7634,7722,7834,7918,8018,8118,8207,8295,8384,8472,8548,8615,8702,8794,9085,8955,9038,9117,9211,9278,9350,9410,9492,9564,9840
"39",38,"Berlin","Germany",13.404954,52.5200066,0.583613742127445,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974
"40",39,"Ankara","Turkey",32.8597419,39.9333635,0.581990334971295,1503,1586,1680,1788,1921,2004,2118,2226,2331,2460,2573,2709,2842,2968,3203,3270,3426,3606,3797,3997,4218,4435,4678,4925,5295,5508,5841,6201,6586,7006,7413,7831,8254,8666,9338
"41",40,"Bangkok","Thailand",100.5017651,13.7563309,0.580362386789495,4522,4727,4939,5126,5437,5523,5713,5867,6025,6220,6398,6577,6728,6873,7237,7188,7305,7444,7579,7727,7853,7961,8079,8206,8605,8424,8541,8629,8718,8803,8884,8964,9051,9135,9471
"42",41,"London","United Kingdom",-0.1277583,51.5073509,0.578729859260778,5209,5403,5578,5735,5894,6055,6208,6326,6486,6619,6723,6880,7038,7183,7328,7482,7624,7791,7925,8060,8188,8335,8476,8601,8848,8904,9046,9196,9321,9444,9585,9724,9845,9962,10210
"43",42,"Paris","France",2.3522219,48.856614,0.57709271352184,3289,3385,3478,3553,3620,3688,3775,3845,3907,3981,4056,4114,4177,4263,4329,4394,4463,4519,4578,4666,4723,4799,4878,4938,5017,5081,5161,5236,5302,5378,5447,5527,5589,5643,5710
"44",43,"Rome","Italy",12.4963655,41.9027835,0.575450910156548,1571,1636,1703,1760,1820,1873,1921,1969,2011,2056,2107,2146,2198,2238,2290,2335,2366,2411,2462,2498,2533,2572,2602,2638,2669,2705,2731,2757,2789,2836,2869,2904,2943,2986,3014
"45",44,"Pretoria","South Africa",28.2292712,-25.7478676,0.573804409184872,5259,5525,5764,5991,6324,6459,6707,6953,7148,7366,7544,7794,7986,8199,8480,8612,8817,9029,9250,9488,9689,9909,10158,10415,10728,10849,11105,11341,11570,11847,12088,12359,12607,12860,13299
"46",45,"Bogota","Colombia",-74.072092,4.7109886,0.572153170051517,791,801,816,832,847,856,865,876,885,895,904,910,916,924,930,938,943,951,955,960,965,970,977,984,995,1002,1013,1018,1025,1028,1034,1040,1049,1054,1059
"47",46,"Madrid","Spain",-3.7037902,40.4167754,0.570497151614274,2161,2253,2356,2431,2515,2590,2664,2740,2806,2865,2925,2978,3030,3090,3165,3214,3274,3335,3384,3430,3478,3529,3566,3598,3646,3705,3744,3786,3830,3870,3901,3934,3975,4012,4060
"48",47,"Buenos Aires","Argentina",-58.3815591,-34.6036844,0.568836312132058,4640,4763,4879,4987,5163,5221,5339,5461,5573,5703,5809,5917,6043,6164,6346,6394,6513,6647,6762,6885,7031,7149,7260,7386,7573,7626,7733,7865,7975,8079,8172,8268,8357,8436,8601
"49",48,"Kiev","Ukraine",30.5234,50.4501,0.56717060925263,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580
"50",49,"Kampala","Uganda",32.5825197,0.3475964,0.5655,3179,3426,3686,3914,4344,4411,4665,4941,5191,5474,5744,6001,6275,6542,6980,7143,7435,7713,7998,8314,8598,8857,9104,9347,9698,9796,10007,10190,10373,10566,10736,10892,11034,11163,11406
"51",50,"Algiers","Algeria",3.0587561,36.753768,0.563824440761484,1349,1400,1444,1487,1526,1565,1597,1619,1646,1674,1696,1720,1742,1757,1777,1793,1814,1837,1857,1874,1889,1901,1917,1930,1938,1953,1966,1982,1992,2009,2019,2036,2043,2057,2072
"52",51,"Khartoum","Sudan",32.5598994,15.5006544,0.562143887274424,2288,2429,2545,2674,2860,2922,3034,3137,3249,3383,3484,3637,3755,3857,4049,4088,4200,4320,4446,4562,4680,4809,4924,5058,5252,5319,5435,5544,5667,5807,5962,6102,6242,6393,6652
"53",52,"Warsaw","Poland",21.0122287,52.2296756,0.560458294612543,1630,1756,1864,1975,2062,2152,2268,2384,2518,2638,2742,2870,2980,3083,3196,3322,3444,3558,3678,3802,3924,4055,4135,4253,4357,4474,4599,4716,4844,4972,5079,5186,5271,5353,5590
"54",53,"Rabat","Morocco",-6.8498129,33.9715904,0.558767617171933,661,684,718,760,798,838,862,893,938,979,1008,1031,1054,1083,1111,1139,1167,1208,1260,1292,1324,1355,1385,1421,1467,1502,1532,1568,1610,1634,1667,1688,1714,1742,1767
"55",54,"Riyadh","Saudi Arabia",46.6752957,24.7135517,0.557071808656658,1153,1181,1221,1255,1288,1324,1347,1379,1406,1440,1467,1498,1530,1554,1574,1598,1626,1646,1673,1704,1733,1767,1802,1836,1868,1895,1918,1955,1986,2014,2041,2070,2098,2120,2140
"56",55,"Lima","Peru",-77.042754,-12.0463731,0.555370822063961,974,984,997,1005,1019,1026,1033,1043,1051,1062,1071,1081,1083,1090,1099,1102,1110,1113,1118,1121,1125,1131,1134,1137,1141,1142,1143,1146,1148,1149,1153,1156,1158,1166,1167
"57",56,"Tashkent","Uzbekistan",69.2400734,41.2994958,0.553664609669067,1907,1979,2038,2100,2175,2225,2276,2350,2415,2482,2529,2585,2658,2712,2762,2836,2902,2956,3038,3092,3166,3217,3277,3335,3406,3455,3510,3575,3641,3703,3755,3827,3892,3952,4010
"58",57,"Kuala Lumpur","Malaysia",101.686855,3.139003,0.551953123009554,4643,4934,5204,5492,5866,6046,6304,6593,6854,7125,7375,7641,7894,8148,8556,8603,8830,9043,9277,9473,9665,9849,10023,10184,10580,10470,10595,10739,10849,10952,11061,11154,11242,11313,11642
"59",58,"Maputo","Mozambique",32.5731746,-25.969248,0.550236312869298,1034,1106,1174,1250,1345,1412,1495,1585,1682,1774,1862,1973,2076,2197,2357,2475,2640,2797,2960,3140,3306,3483,3655,3830,4032,4199,4435,4637,4850,5084,5273,5454,5662,5858,6085
"60",59,"Kathmandu","Nepal",85.3239605,27.7172453,0.548514129261954,1293,1334,1370,1390,1595,1457,1490,1522,1553,1582,1618,1649,1675,1717,1909,1793,1835,1875,1923,1963,2017,2068,2118,2170,2408,2308,2364,2428,2497,2583,2658,2766,2871,2953,3288
"61",60,"Accra","Ghana",-0.1869644,5.6037168,0.546786521413979,2040,2155,2278,2390,2561,2667,2806,2946,3074,3248,3404,3537,3688,3834,4071,4125,4250,4368,4520,4638,4751,4860,4976,5086,5302,5296,5410,5506,5617,5710,5795,5882,5959,6052,6267
"62",61,"Yaounde","Cameroon",11.5020752,3.8480325,0.545053437747163,481,508,530,560,584,606,630,674,719,757,788,834,876,913,958,1004,1058,1110,1155,1190,1241,1288,1327,1374,1421,1469,1515,1565,1607,1642,1690,1735,1780,1819,1857
"63",62,"Colombo","Sri Lanka",79.861243,6.9270786,0.543314825860661,2675,2787,2858,2930,3014,3101,3163,3233,3288,3333,3417,3467,3524,3583,3677,3691,3752,3799,3848,3894,3945,4003,4048,4102,4347,4204,4243,4272,4322,4368,4405,4467,4504,4550,4781
"64",63,"Bucharest","Romania",26.1025384,44.4267674,0.54157063251251,1148,1226,1283,1347,1540,1484,1543,1624,1711,1775,1836,1918,1978,2057,2231,2194,2263,2325,2400,2461,2531,2621,2698,2805,2980,2955,3027,3106,3175,3269,3345,3422,3520,3599,3797
"65",64,"Ouagadougou","Burkina Faso",-1.5196603,12.3714277,0.539820803600602,1570,1764,1951,2140,2355,2525,2733,2957,3200,3448,3654,3909,4178,4441,4772,5020,5307,5630,5957,6302,6631,6969,7266,7568,7999,8267,8585,8913,9243,9565,9874,10142,10403,10637,10998
"66",65,"Bamako","Mali",-8.0028892,12.6392316,0.538065284143105,847,908,975,1055,1138,1200,1295,1380,1491,1606,1734,1846,1991,2153,2297,2439,2626,2794,2987,3195,3398,3637,3872,4160,4492,4718,5052,5401,5749,6131,6568,6998,7425,7873,8337
"67",66,"Santiago","Chile",-70.6692655,-33.4488897,0.536304018258301,1173,1204,1236,1275,1304,1328,1349,1358,1375,1396,1413,1434,1453,1466,1473,1487,1499,1515,1534,1542,1555,1569,1581,1600,1618,1633,1647,1661,1677,1692,1705,1725,1739,1752,1760
"68",67,"Lusaka","Zambia",28.3228165,-15.3875259,0.534536949143836,425,447,486,527,558,592,614,640,665,696,736,757,795,824,862,888,916,950,991,1027,1055,1098,1138,1173,1206,1262,1304,1351,1387,1431,1463,1502,1542,1583,1623
"69",68,"Amsterdam","Netherlands",4.9035614,52.3679843,0.532764019055341,3893,4071,4248,4379,4618,4615,4712,4817,4905,4986,5086,5189,5261,5342,5541,5482,5541,5607,5657,5739,5806,5872,5950,6019,6280,6154,6202,6277,6337,6381,6434,6480,6543,6608,6887
"70",69,"Guatemala City","Guatemala",-90.5068824,14.6349149,0.530985169284416,897,918,934,954,974,986,1001,1013,1024,1042,1054,1061,1077,1094,1115,1130,1146,1162,1179,1198,1211,1224,1241,1251,1267,1284,1292,1301,1312,1315,1330,1344,1360,1372,1385
"71",70,"Quito","Ecuador",-78.4678382,-0.1806532,0.529200340135945,548,556,564,568,570,575,580,588,592,595,600,604,607,613,621,628,636,644,647,653,655,657,658,662,667,672,678,684,689,691,696,699,707,711,712
"72",71,"Dakar","Senegal",-17.4676861,14.716677,0.527409470904723,506,527,551,574,586,601,612,628,640,658,677,691,709,734,762,783,796,817,834,852,873,887,901,912,932,950,960,974,987,1007,1034,1057,1070,1086,1099
"73",72,"Conakry","Guinea",-13.5784012,9.6411855,0.525612499851364,425,463,495,530,580,612,650,702,743,789,829,872,920,983,1029,1080,1132,1202,1236,1292,1353,1403,1464,1517,1561,1615,1658,1694,1752,1795,1836,1890,1946,1989,2026
"74",73,"Tunis","Tunisia",10.1815316,36.8064948,0.523809364177465,973,1013,1039,1059,1095,1120,1153,1179,1213,1247,1265,1286,1308,1328,1352,1370,1390,1413,1439,1457,1482,1512,1530,1561,1580,1602,1626,1645,1670,1691,1709,1729,1751,1776,1802
"75",74,"Brussels","Belgium",4.3517211,50.8503463,0.522,1095,1098,1105,1115,1121,1125,1134,1138,1141,1151,1160,1168,1177,1184,1190,1196,1208,1220,1223,1234,1247,1263,1270,1279,1288,1292,1303,1313,1319,1326,1335,1339,1349,1353,1356
"76",75,"Porto Novo","Benin",2.6288523,6.4968574,0.520184342324911,2156,2298,2423,2554,2824,2823,2962,3088,3193,3322,3448,3619,3763,3887,4146,4156,4306,4444,4589,4757,4893,5061,5235,5394,5725,5713,5859,6021,6175,6316,6449,6603,6761,6913,7214
"77",76,"Athens","Greece",23.7275388,37.9838096,0.518362325019865,716,724,741,751,758,769,780,788,801,807,816,826,829,830,836,848,856,859,868,874,883,888,899,904,910,919,926,940,947,954,960,967,974,976,981
"78",77,"La Paz","Bolivia",-68.1192936,-16.489689,0.516533880786149,261,272,294,316,326,343,359,369,391,406,412,433,446,459,472,484,502,520,537,546,569,579,589,602,609,622,637,654,662,678,693,702,720,732,750
"79",78,"Port au Prince","Haiti",-72.3074326,18.594395,0.514698941129667,817,832,838,848,863,873,886,899,910,923,934,939,949,959,970,977,989,998,1010,1017,1025,1031,1044,1052,1059,1063,1069,1075,1084,1089,1109,1114,1123,1132,1142
"80",79,"Santo Domingo","Dominican Republic",-69.9312117,18.4860575,0.512857436330994,967,996,1017,1039,1063,1086,1119,1134,1167,1185,1212,1233,1264,1291,1324,1349,1379,1402,1430,1450,1476,1507,1537,1558,1582,1621,1651,1690,1722,1744,1784,1802,1822,1852,1881
"81",80,"Prague","Czech Republic",14.4378005,50.0755381,0.511009295414477,678,710,741,761,789,828,850,879,905,928,944,958,994,1012,1042,1073,1084,1111,1137,1163,1184,1216,1242,1263,1284,1308,1326,1346,1374,1389,1416,1432,1455,1485,1507
"82",81,"Lisbon","Portugal",-9.1393366,38.7222524,0.509154446116304,1086,1123,1155,1181,1208,1245,1284,1321,1345,1381,1414,1440,1480,1519,1549,1574,1612,1639,1659,1685,1716,1749,1784,1798,1827,1853,1879,1898,1919,1949,1973,2000,2033,2053,2072
"83",82,"Stockholm","Sweden",18.0685808,59.3293235,0.507292814851541,680,708,733,760,778,805,822,841,863,888,904,930,952,971,998,1032,1064,1093,1121,1149,1168,1199,1226,1246,1279,1312,1339,1361,1390,1416,1442,1478,1504,1529,1570
"84",83,"Baku","Azerbaijan",49.8670924,40.4092617,0.505424326680068,623,643,660,675,698,715,728,747,756,772,786,796,809,818,829,839,853,870,879,894,907,916,932,950,956,969,978,986,1001,1017,1023,1036,1050,1061,1072
"85",84,"Budapest","Hungary",19.040235,47.497912,0.503548905271375,1340,1394,1450,1486,1524,1573,1624,1680,1721,1770,1826,1877,1917,1974,2012,2058,2108,2157,2218,2262,2320,2367,2417,2459,2513,2561,2601,2650,2688,2736,2783,2829,2884,2916,2948
"86",85,"Amman","Jordan",35.9283716,31.9453666,0.50166647286818,1214,1251,1298,1351,1395,1430,1458,1500,1549,1605,1645,1681,1716,1769,1917,1869,1913,1975,2044,2121,2177,2241,2314,2386,2574,2544,2633,2719,2801,2892,2996,3074,3179,3277,3520
"87",86,"Minsk","Belarus",27.5615244,53.9045398,0.499776950248808,524,539,572,597,628,647,690,722,754,782,817,847,879,915,944,968,1003,1040,1073,1115,1138,1164,1198,1231,1279,1319,1362,1397,1447,1475,1507,1553,1585,1617,1654
"88",87,"Abu Dhabi","United Arab Emirates",54.3773438,24.453884,0.497880256688292,202,205,217,231,239,257,265,276,288,307,321,326,334,350,374,379,398,405,411,419,427,448,463,469,478,492,504,512,525,532,539,550,567,578,587
"89",88,"Belgrade","Serbia",20.4489216,44.786568,0.495976309918125,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328
"90",89,"Vienna","Austria",16.3738189,48.2081743,0.494065026084624,540,540,542,547,551,553,561,574,583,587,594,601,608,615,624,633,639,652,662,668,672,674,678,684,687,696,705,712,718,727,737,741,748,750,753
"91",90,"Bern","Switzerland",7.4474468,46.9479739,0.492146319705837,464,483,493,505,745,528,542,556,567,575,579,585,602,613,845,642,654,665,675,685,693,698,706,715,939,733,747,755,767,770,779,790,798,805,1034
"92",91,"Tel Aviv1","Israel",34.7692418,32.0687888,0.490220103626932,1571,1647,1693,1749,1800,1856,1895,1936,1978,2009,2036,2062,2092,2114,2147,2177,2209,2238,2263,2279,2300,2323,2346,2371,2398,2415,2444,2467,2495,2508,2522,2539,2553,2561,2583
"93",92,"Lome","Togo",1.2254183,6.1256261,0.488286288973999,2559,2802,3036,3246,3596,3745,3966,4199,4415,4625,4856,5069,5254,5415,5631,5729,5889,6026,6168,6292,6409,6495,6599,6680,6797,6811,6882,6944,7008,7062,7110,7151,7170,7204,7248
"94",93,"Sofia","Bulgaria",23.3218675,42.6977082,0.486344785106204,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362
"95",94,"Asuncion","Paraguay",-57.575926,-25.2637399,0.484395499566212,1613,1715,1820,1929,2082,2147,2264,2378,2479,2621,2735,2860,2980,3117,3269,3358,3483,3607,3735,3858,4012,4156,4277,4432,4643,4744,4883,5056,5205,5376,5548,5740,5937,6143,6430
"96",95,"San Salvador","El Salvador",-89.2181911,13.6929403,0.48243833802881,876,907,929,960,1015,1029,1056,1094,1119,1146,1179,1209,1238,1273,1322,1308,1329,1353,1378,1408,1430,1451,1474,1494,1551,1525,1540,1554,1582,1611,1628,1645,1658,1673,1746
"97",96,"Managua","Nicaragua",-86.2361744,12.1149926,0.480473204247646,374,399,415,444,454,477,504,518,547,581,607,638,662,682,712,740,774,802,831,858,895,923,955,979,1014,1045,1069,1092,1122,1142,1172,1203,1242,1271,1300
"98",97,"Beirut","Lebanon",35.5017767,33.8937913,0.4785,721,724,737,744,770,757,759,761,767,770,776,787,793,798,830,806,813,816,820,829,835,844,848,848,886,861,872,877,881,883,887,894,905,911,946
"99",98,"Copenhagen","Denmark",12.5683372,55.6760968,0.476518625029494,1193,1233,1285,1311,1355,1395,1437,1475,1497,1521,1555,1590,1626,1654,1679,1710,1752,1775,1800,1825,1872,1914,1941,1965,1996,2014,2039,2072,2097,2128,2155,2177,2196,2224,2251
"100",99,"Singapore","Singapore",103.819836,1.352083,0.474528976986654,2382,2512,2676,2826,3027,3117,3272,3406,3534,3673,3787,3908,4018,4124,4245,4316,4408,4488,4565,4635,4694,4758,4820,4867,4950,4984,5037,5085,5134,5186,5214,5249,5299,5333,5415
