,city,p2010_x,region_x,country_x,2000_ls,2015_ls,region_y,g2010,g2015,g2020,g2025,g2030,g2035,g2040,g2045,g2050,g2055,g2060,p2010_y,p2015,p2020,p2025,p2030,p2035,p2040,p2045,p2050,p2055,p2060
26,Chengdu,1341.3351520000015,Asia,China,1442,2546,Asia,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,53257.441,55132.455,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326,1215.402604557163,1163.794407581448
27,Chengdu,1341.3351520000015,Asia,China,1442,2546,Asia,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,38528.727,38486.901,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335,1270.2164230076494,1231.3338830217774
28,Chengdu,1341.3351520000015,Asia,China,1442,2546,Asia,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,52173.518,53198.144,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057,1121.776912308307,1055.8551173057076
29,Chengdu,1341.3351520000015,Asia,China,1442,2546,Asia,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,90540.278,94578.547,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362,1173.1828761081772,1117.584553586832
30,Chongqing,1341.3351520000015,Asia,China,1086,1490,Asia,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,71441.844,73146.034,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608,1173.0399300539568,1117.2946836223973
31,Chongqing,1341.3351520000015,Asia,China,1086,1490,Asia,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,53257.441,55132.455,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326,1215.402604557163,1163.794407581448
32,Chongqing,1341.3351520000015,Asia,China,1086,1490,Asia,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,38528.727,38486.901,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335,1270.2164230076494,1231.3338830217774
33,Chongqing,1341.3351520000015,Asia,China,1086,1490,Asia,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,52173.518,53198.144,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057,1121.776912308307,1055.8551173057076
34,Chongqing,1341.3351520000015,Asia,China,1086,1490,Asia,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,90540.278,94578.547,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362,1173.1828761081772,1117.584553586832
35,Tianjin,1341.3351520000015,Asia,China,1459,2289,Asia,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,71441.844,73146.034,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608,1173.0399300539568,1117.2946836223973
36,Tianjin,1341.3351520000015,Asia,China,1459,2289,Asia,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,53257.441,55132.455,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326,1215.402604557163,1163.794407581448
37,Tianjin,1341.3351520000015,Asia,China,1459,2289,Asia,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,38528.727,38486.901,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335,1270.2164230076494,1231.3338830217774
38,Tianjin,1341.3351520000015,Asia,China,1459,2289,Asia,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,52173.518,53198.144,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057,1121.776912308307,1055.8551173057076
39,Tianjin,1341.3351520000015,Asia,China,1459,2289,Asia,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,90540.278,94578.547,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362,1173.1828761081772,1117.584553586832
40,Hangzhou,1341.3351520000015,Asia,China,1712,2551,Asia,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,71441.844,73146.034,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608,1173.0399300539568,1117.2946836223973
41,Hangzhou,1341.3351520000015,Asia,China,1712,2551,Asia,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,53257.441,55132.455,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326,1215.402604557163,1163.794407581448
42,Hangzhou,1341.3351520000015,Asia,China,1712,2551,Asia,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,38528.727,38486.901,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335,1270.2164230076494,1231.3338830217774
43,Hangzhou,1341.3351520000015,Asia,China,1712,2551,Asia,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,52173.518,53198.144,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057,1121.776912308307,1055.8551173057076
44,Hangzhou,1341.3351520000015,Asia,China,1712,2551,Asia,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,90540.278,94578.547,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362,1173.1828761081772,1117.584553586832
45,Xi'an,1341.3351520000015,Asia,China,1417,1698,Asia,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,71441.844,73146.034,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608,1173.0399300539568,1117.2946836223973
46,Xi'an,1341.3351520000015,Asia,China,1417,1698,Asia,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,53257.441,55132.455,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326,1215.402604557163,1163.794407581448
47,Xi'an,1341.3351520000015,Asia,China,1417,1698,Asia,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,38528.727,38486.901,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335,1270.2164230076494,1231.3338830217774
48,Xi'an,1341.3351520000015,Asia,China,1417,1698,Asia,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,52173.518,53198.144,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057,1121.776912308307,1055.8551173057076
49,Xi'an,1341.3351520000015,Asia,China,1417,1698,Asia,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,90540.278,94578.547,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362,1173.1828761081772,1117.584553586832
50,Changzhou,1341.3351520000015,Asia,China,2244,3093,Asia,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,71441.844,73146.034,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608,1173.0399300539568,1117.2946836223973
51,Changzhou,1341.3351520000015,Asia,China,2244,3093,Asia,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,53257.441,55132.455,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326,1215.402604557163,1163.794407581448
52,Changzhou,1341.3351520000015,Asia,China,2244,3093,Asia,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,38528.727,38486.901,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335,1270.2164230076494,1231.3338830217774
53,Changzhou,1341.3351520000015,Asia,China,2244,3093,Asia,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,52173.518,53198.144,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057,1121.776912308307,1055.8551173057076
54,Changzhou,1341.3351520000015,Asia,China,2244,3093,Asia,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,90540.278,94578.547,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362,1173.1828761081772,1117.584553586832
55,Shantou,1341.3351520000015,Asia,China,1483,2682,Asia,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,71441.844,73146.034,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608,1173.0399300539568,1117.2946836223973
56,Shantou,1341.3351520000015,Asia,China,1483,2682,Asia,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,53257.441,55132.455,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326,1215.402604557163,1163.794407581448
57,Shantou,1341.3351520000015,Asia,China,1483,2682,Asia,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,38528.727,38486.901,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335,1270.2164230076494,1231.3338830217774
58,Shantou,1341.3351520000015,Asia,China,1483,2682,Asia,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,52173.518,53198.144,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057,1121.776912308307,1055.8551173057076
59,Shantou,1341.3351520000015,Asia,China,1483,2682,Asia,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,90540.278,94578.547,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362,1173.1828761081772,1117.584553586832
60,Nanjing,1341.3351520000015,Asia,China,1595,2034,Asia,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,71441.844,73146.034,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608,1173.0399300539568,1117.2946836223973
61,Nanjing,1341.3351520000015,Asia,China,1595,2034,Asia,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,53257.441,55132.455,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326,1215.402604557163,1163.794407581448
62,Nanjing,1341.3351520000015,Asia,China,1595,2034,Asia,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,38528.727,38486.901,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335,1270.2164230076494,1231.3338830217774
63,Nanjing,1341.3351520000015,Asia,China,1595,2034,Asia,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,52173.518,53198.144,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057,1121.776912308307,1055.8551173057076
64,Nanjing,1341.3351520000015,Asia,China,1595,2034,Asia,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,90540.278,94578.547,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362,1173.1828761081772,1117.584553586832
65,Jinan,1341.3351520000015,Asia,China,1213,1580,Asia,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,71441.844,73146.034,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608,1173.0399300539568,1117.2946836223973
66,Jinan,1341.3351520000015,Asia,China,1213,1580,Asia,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,53257.441,55132.455,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326,1215.402604557163,1163.794407581448
67,Jinan,1341.3351520000015,Asia,China,1213,1580,Asia,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,38528.727,38486.901,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335,1270.2164230076494,1231.3338830217774
68,Jinan,1341.3351520000015,Asia,China,1213,1580,Asia,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,52173.518,53198.144,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057,1121.776912308307,1055.8551173057076
69,Jinan,1341.3351520000015,Asia,China,1213,1580,Asia,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,90540.278,94578.547,1341.3351520000015,1360.356617669062,1370.9503136509377,1370.5283712456699,1359.188423247322,1338.6586804274934,1308.6929401168402,1270.2439830560645,1224.5219928458362,1173.1828761081772,1117.584553586832
70,Harbin,1341.3351520000015,Asia,China,642,1026,Asia,9121.348,13852.361,20548.481,28870.283,38292.486,47784.223,56255.385,63353.901,68441.845,71441.844,73146.034,1341.3351520000015,1360.497073292429,1371.1713910183837,1370.8234306002853,1359.5129222160854,1338.9704163434494,1308.9404670925499,1270.38253047485,1224.5244611973608,1173.0399300539568,1117.2946836223973
71,Harbin,1341.3351520000015,Asia,China,642,1026,Asia,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,53257.441,55132.455,1341.3351520000015,1363.4199798863453,1379.229024463034,1385.1453568387572,1380.6512443516096,1365.275034958884,1339.5869528115707,1305.120140909026,1263.1380949470326,1215.402604557163,1163.794407581448
72,Harbin,1341.3351520000015,Asia,China,642,1026,Asia,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,38528.727,38486.901,1341.3351520000015,1365.614535834025,1385.6892967763495,1397.226178742992,1398.8785590111133,1388.8425108036147,1368.5454225677229,1340.647344612944,1307.4648747214335,1270.2164230076494,1231.3338830217774
73,Harbin,1341.3351520000015,Asia,China,642,1026,Asia,9121.348,13843.786,20259.872,27080.124,33580.307,39109.584,43862.356,47805.433,50574.283,52173.518,53198.144,1341.3351520000015,1359.6549240672996,1368.8064127922917,1365.646224692311,1349.9965178726713,1323.3691962340172,1285.916896079605,1238.8745639519568,1183.4814360778057,1121.776912308307,1055.8551173057076
